GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 1/4 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Barometric pressure (from vehicle)(psi),Drivers demand engine % torque(%),Engine RPM(rpm),Fuel pressure(psi),GPS Altitude(ft),GPS Latitude(°),GPS Longitude(°),Relative Throttle Position(%),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm)
Thu Nov 23 00:18:53 EST 2017,18:52.2,-76.0436533,36.77283188,2.25,4,-39.70000076,121.6,7.77636719,0.65122288,4.90332508,0.00041293,-,14.11764717,-0.01793731,0.85127175,0.15229172,0.364685,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,642,-,-130.2493439,36.77283096,-76.0436554,3.92156863,5.03310633,1.86411357,-
Thu Nov 23 00:18:54 EST 2017,18:53.2,-76.04365107,36.77282509,0.75,3,-39.29999924,121.7,8.96389103,1.03429508,2.7581203,-0.00587062,-,14.11764717,0.04109441,0.97232407,0.05466883,0.26706213,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,642,-,-128.9370117,36.77282333,-76.04364777,4.31372547,1.67770207,1.86411357,-
Thu Nov 23 00:18:55 EST 2017,18:54.2,-76.04365503,36.77282467,0,3,-39.79999924,0,8.6957407,1.45567465,3.67749381,-0.00591179,-,14.11764717,-0.02587022,0.88641596,0.14838681,0.27487195,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,642,-,-130.5774231,36.77282333,-76.0436554,4.31372547,0,1.86411357,-
Thu Nov 23 00:18:56 EST 2017,18:55.2,-76.04365528,36.77282201,0,3,-39.79999924,0,8.6957407,1.37906015,3.715801,-0.00213461,-,14.11764717,-0.03001433,0.88251102,0.1444819,0.27487195,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,642,-,-130.5774231,36.77282333,-76.0436554,4.31372547,0,1.86411357,-
Thu Nov 23 00:18:57 EST 2017,18:56.2,-76.04365588,36.77282234,0,3,-39.70000076,0,8.81066227,1.37906015,3.75410819,0.00532949,-,14.11764717,-0.01333352,0.89813066,0.14057697,0.28268176,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,670,-,-130.2493439,36.77282333,-76.0436554,4.31372547,0,0,-
Thu Nov 23 00:18:58 EST 2017,18:57.2,-76.04365542,36.77282019,0,3,-39.59999847,0,8.81066227,1.37906015,3.715801,-0.00492713,-,14.11764717,-0.01484251,0.89813066,0.14057697,0.27877685,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,670,-,-129.9212494,36.77281952,-76.0436554,4.31372547,0,0,-
Thu Nov 23 00:18:59 EST 2017,18:58.2,-76.04365516,36.77281897,0,3,-39.70000076,0,8.38928318,1.22583127,3.90733719,-0.02937746,-,14.11764717,0.00734303,0.92546505,0.10543273,0.28268176,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,651,-,-130.2493439,36.77281952,-76.0436554,4.31372547,0,0,-
Thu Nov 23 00:19:00 EST 2017,18:59.2,-76.04365396,36.77281765,0,3,-39.59999847,0,8.77235508,1.18752408,3.79241538,0.00070393,-,14.11764717,-0.01796067,0.89422578,0.1210524,0.28658667,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,658,-,-129.9212494,36.77281952,-76.0436554,4.31372547,0,0,-
Thu Nov 23 00:19:01 EST 2017,19:00.2,-76.04365409,36.77281778,0,3,-39.70000076,0,8.65743351,0.9576807,3.90733719,-0.00786078,-,14.11764717,-0.02277366,0.89032084,0.07809832,0.29439652,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,664,-,-130.2493439,36.77281952,-76.0436554,4.31372547,0,0,-
Thu Nov 23 00:19:02 EST 2017,19:01.2,-76.04365293,36.77281716,0,3,-39.70000076,0,8.6957407,1.34075296,3.86903,-0.00063918,-,13.72549057,-0.01988926,0.88641596,0.13667206,0.29439652,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,657,-,-130.2493439,36.7728157,-76.0436554,3.92156863,0,0,-
Thu Nov 23 00:19:03 EST 2017,19:02.2,-76.0436515,36.7728171,0,3,-39.79999924,0,8.50420475,1.41736746,3.86903,-0.01771176,-,14.11764717,-0.01855906,0.89422578,0.08590815,0.29439652,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,666,-,-130.5774231,36.7728157,-76.04364777,4.31372547,0,0,-
Thu Nov 23 00:19:04 EST 2017,19:03.2,-76.04365112,36.77281629,0,3,-39.79999924,0,9.61511421,1.07260239,3.63918662,0.01226975,-,14.11764717,0.04851347,0.97622901,0.11714748,0.26315722,14.11764717,14.11764717,-,-,44.59999847,27.16422462,14.64881134,-,640,-,-130.5774231,36.7728157,-76.04364777,3.92156863,0,0,-
